"Episode ID","Show Name","Full Date","Title","Description","Partisan Leaning","Category on Apple","Entered Dataset","Audio URL"
"33293","The Candace Owens Show","2019-06-16","the candace owens show: lauren chen","is forced diversity in hollywood hurting or helping the entertainment industry? the blaze tv host and “roaming millennial” lauren chen sits down with candace owens to discuss why the right is actually the side of inclusivity, and why diversity of thought is so critical.  prageru is a 501c3 non-profit organization. to help keep our videos free and produce more content like this, please consider making a tax-deductible donation: https://donate.prageru.com/co","More Conservative","Education","Apple Top 100","http://www.podtrac.com/pts/redirect.mp3/feeds.soundcloud.com/stream/636769461-user-579946570-the-candace-owens-show-lauren-chen.mp3"
"33294","The Candace Owens Show","2019-06-09","the candace owens show: scott baio","“happy days” actor scott baio joins candace owens this week to discuss what it’s like to be a conservative in hollywood and why every american should stand behind the values that make the united states so free and prosperous.   prageru is a 501c3 non-profit organization. to help keep our videos free and produce more content like this, please consider making a tax-deductible donation: https://donate.prageru.com/co","More Conservative","Education","Apple Top 100","http://www.podtrac.com/pts/redirect.mp3/feeds.soundcloud.com/stream/633965835-user-579946570-the-candace-owens-show-scott-baio.m4a"
"33295","The Candace Owens Show","2019-06-02","the candace owens show: abigail shrier","transgenderism is the new frontier for lgbtq activists and feminists, but how does it impact our culture, free speech, sports and the children who transition? wall street journal columnist abigail shrier expounds on the impact of transgenderism in society on this episode of the candace owens show.  prageru is a 501c3 non-profit organization. to help keep our videos free and produce more content like this, please consider making a tax-deductible donation: https://donate.prageru.com/co","More Conservative","Education","Apple Top 100","http://www.podtrac.com/pts/redirect.mp3/feeds.soundcloud.com/stream/630406044-user-579946570-the-candace-owens-show-abigail-shrier.m4a"
"37567","The Clay Travis and Buck Sexton Show","2019-06-28","leaglized theft: how democrats are stealing from you!","democrat debate part 2. there is nothing about joe biden that is compelling. buck interviews jesse kelly.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/59b257d8-59ee-495e-9275-ae2b00ca47a8/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37568","The Clay Travis and Buck Sexton Show","2019-06-27","democrat misfits show us their crazy","julian castro calls for taxpayer funded abortion for transgenders. shut up and play soccer. buck interviews daniel hoffman and ann coulter.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/4b2bb937-b821-4228-b3ce-ae2b00ca8e5f/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37569","The Clay Travis and Buck Sexton Show","2019-06-26","democrat debate circus hits miami!","misfit band of democrats invade miami. operation 'get trump.' buck interviews parler ceo, john matze.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/b07176f0-f542-45d2-99f7-ae2b00caa13d/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37570","The Clay Travis and Buck Sexton Show","2019-06-25","the democrat agenda is open borders","trump vows not to let iran have nukes. democrats don't want to fix immigration. buck interviews tiana lowe.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/6801e621-5123-43c7-8e1e-ae2b00cafcd4/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37571","The Clay Travis and Buck Sexton Show","2019-06-24","iran is obama's foreign policy disaster","obama's foreign policy disasters. trump makes the right move with iran and democrats get mad at him for showing restraint. key facts about netflix's 'when they see us.'  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/40d317be-0539-4d32-a812-ae2b00cb4449/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37572","The Clay Travis and Buck Sexton Show","2019-06-21","trump pulls back iran strike","learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/899789c3-d435-403c-88dc-ae2b00cb4b5f/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37573","The Clay Travis and Buck Sexton Show","2019-06-20","iran blows up us drone","learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/4044d6f0-c9c9-486c-987b-ae2b00cbbe03/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37574","The Clay Travis and Buck Sexton Show","2019-06-19","trump will fight to keep america great","trump launches keep america great. concentration camp lunacy. the democrats are radicals on immigration. buck interviews maj toure.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/93465afb-5ad6-4fc2-b9b6-ae2b00cbe769/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37575","The Clay Travis and Buck Sexton Show","2019-06-18","trump launches maga 2020!","trump to start the deportation of millions of illegals. democrats will find out joe biden is not their man. china trade war. buck interviews dr. michael pillsbury.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/670d265a-d6dc-4bc0-8bb3-ae2b00cbfb9b/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37576","The Clay Travis and Buck Sexton Show","2019-06-17","the anatomy of the evil left","the story of gibson's bakery and oberlin college. harvard rescinds kyle kasuv's acceptance three months after being admitted.   learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/be636262-2251-4702-99ac-ae2b00cc4fb0/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37577","The Clay Travis and Buck Sexton Show","2019-06-14","political dirt","where do democrats stand on impeachment? buck interviews chief brian hastings.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/40d44bc2-05d2-4892-a7c5-ae2b00cc6c85/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37578","The Clay Travis and Buck Sexton Show","2019-06-13","trump triggers media meltdown","media losses their collective minds when trump says he might take political dirt on opponents. the 2019 warrior games are here! buck interviews israel del; toro, cary harbaugh and travis claytor.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/cff68b8c-36e8-4483-a95f-ae2b00cc851a/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37579","The Clay Travis and Buck Sexton Show","2019-06-12","joe biden: a lot of lies, a lot of scandals","joe biden lies about no scandals. buck interviews jesse kelly.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/e00f9da3-8923-4615-8c95-ae2b00cce585/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37580","The Clay Travis and Buck Sexton Show","2019-06-11","trump vs. biden: round 1","joe biden flips on china. aoc wants a raise. buck interviews congressman louie gohmert.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/a1644dfb-6185-4f1f-90da-ae2b00cce697/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37581","The Clay Travis and Buck Sexton Show","2019-06-10","dems dust off felon john dean","dodgeball a tool of oppression? trump strikes deal with mexico. john dean circus on capitol hill. bitter hillary and the liberal media want trump in prison.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/32f31bc2-da4a-44d9-a1f7-ae2b00cd4e60/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37582","The Clay Travis and Buck Sexton Show","2019-06-07","biden covers his hyde","joe biden flip flops on abortion. buck interviews william rooney.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/46a31a05-bf79-4b39-a262-ae2b00cd6cda/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37583","The Clay Travis and Buck Sexton Show","2019-06-06","'nervous nancy' wants trump in prison","president trump remembers our fallen heroes in normandy. robert mueller must testify. homelessness spikes in democrat run cities.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/ec4da1b0-8d85-4869-98d5-ae2b00cd7c8d/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37584","The Clay Travis and Buck Sexton Show","2019-06-06","mexico tariff war is on","democrats and the media push for impeachment. historic number of illegals flood the southern border.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/990af655-fbe7-4b63-a7d1-ae2b00cdda56/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37585","The Clay Travis and Buck Sexton Show","2019-06-04","republicans turn on trump... again","republicans turn on trump with mexico &amp; the southern border. the president takes the uk by storm and the media reports protests, more fake news. buck interviews raheem kassam.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/90e931da-628d-4c68-8654-ae2b00cdf175/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"37586","The Clay Travis and Buck Sexton Show","2019-06-03","washington's delusional ruling class","how washington's ruling class undermined our democracy. bill barr exposes the deep state. kirsten gillibrand displays her ignorance on guns. ftc is looking at facebook. buck interview will chamberlain.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comfollow clay & buck on youtube: https://www.youtube.com/c/clayandbucksee omnystudio.com/listener for privacy information.","More Conservative","News","Apple Top 100","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/b4f39697-e022-4a1b-bee2-ae2b00ce1a16/audio.mp3?utm_source=Podcast&in_playlist=1776c4cc-50a1-410f-a2de-ae3c00026dfa"
"41197","The Dan Bongino Show","2019-06-28","outrageous video from last night’s disaster # 1012 (ep 1012)","in this episode i address the winners and losers from the disastrous democrat debate. i also address a bold new attack by a prominent social media company on open speech. finally, i discuss the supreme court’s latest decision and why we lost john roberts. news picks:explosive new documents reveal the obama administration’s efforts to undermine trump days before his inauguration.     president trump’s team destroys the dems for their poor debate performance.     twitter unveils a system for downgrading tweets. be careful.    conservatives blast chief justice john roberts.    socialist new york city mayor de blasio does the unthinkable in miami.     copyright dan bongino all rights reserved. learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Top 100","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/2jSe3/traffic.megaphone.fm/WWO8857796379.mp3"
"41198","The Dan Bongino Show","2019-06-27","what a mess! # 1011 (ep 1011)","in this episode i break down the top takeaways from the democrat debate. i also address troubling new revelations about this key obama administration official’s role in spygate. finally, i address another big tech company suppressing conservative content. news picks:another bombshell spygate piece from john solomon.    a landmine was laid for elizabeth warren last night.    winners and losers from last night’s dem debate.    trump hilariously mocks nbc for their technical meltdown during the debate.    now reddit is censoring trump supporters.    nice job liberals, you even ruined the world cup.    copyright dan bongino all rights reserved. learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Top 100","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/2jSe3/traffic.megaphone.fm/WWO8785744620.mp3"
"41199","The Dan Bongino Show","2019-06-26","here’s how to fight back # 1010 (ep 1010)","in this episode i address the breaking news about bob mueller’s witch-hunt. i also address another attack directed at a member of the trump family. finally, i discuss the unbelievable liberal hypocrisy about the border.   news picks:breaking: mueller to testify on capitol hill on july 17th.    fascinating study points out that liberal elitists are the real cause of the political divide in america.    the big problem with student loan forgiveness which no liberal dares talk about.    there’s no conspiracy behind the conditions in immigration facilities, despite the absurd liberal rhetoric.     our national debt situation is entirely out of control.    copyright dan bongino all rights reserved. learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Top 100","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/2jSe3/traffic.megaphone.fm/WWO1352133941.mp3"
"41200","The Dan Bongino Show","2019-06-25","breaking: the silencing of conservatives continues # 1009 (ep 1009)","in this episode i show a disturbing video addressing the troubling  efforts by big tech to silence conservatives on their platforms. i also address the most disturbing cnn interview i’ve seen in a long time. finally, i address a major break in the case against michael flynn which may point to an even larger scandal.   news picks:update: google is suppressing video of its employee talking about how they manipulate the system against conservatives.    google is not your friend.     another dishonest liberal gets busted promoting propaganda about immigration.    liberals freak out over immigration photos only to realize they were taken during the obama administration.     people are fleeing liberal states to escape the burden of big government.    copyright dan bongino all rights reserved. learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Top 100","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/2jSe3/traffic.megaphone.fm/WWO4720045525.mp3"
"41201","The Dan Bongino Show","2019-06-24","explosive new hidden camera video emerges # 1008 (ep 1008)","in this episode i address the explosive new project veritas video about big tech tyranny. i also discuss the best one minute video about the dangers of socialism that i’ve ever seen. i discuss a troubling connection with a key russian figure and the collusion hoax. finally, i discuss this liberal congresswoman’s big trouble ahead. news picks:explosive new revelations about big tech’s efforts to hurt the trump team.     cut the nonsense and fix the border crisis!    are we headed for a recession?    one of christopher steele’s alleged sources for the debunked dossier is being investigated for this attack.    the most outrageous story of the day. a homeowner is being prosecuted for defending his own home.    ilhan omar defends aoc’s grotesque comments.    ilhan omar has some serious explaining to do about her marriage situation.    copyright dan bongino all rights reserved. learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Top 100","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/2jSe3/traffic.megaphone.fm/WWO8809162342.mp3"
"41202","The Dan Bongino Show","2019-06-21","this is a big problem # 1007 (ep 1007)","in this episode i address what’s really going on with the iran crisis, the troubling reasons why china stole millions of medical records, a big win in the supreme court yesterday, and joe biden’s really bad week. news picks:liberal talk show host acknowledges that president trump keeps his promises.     joe biden isn’t backing down from his comments about working with democrat segregationists.    syrian refugee arrested for plotting to attack church on behalf of isis.    the exodus from high tax states continues.    a big win in the supreme court yesterday for religious freedom.     the mainstream media finally acknowledges joe biden’s ukraine problem.     copyright dan bongino all rights reserved. learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Top 100","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/2jSe3/traffic.megaphone.fm/WWO6462133053.mp3"
"41203","The Dan Bongino Show","2019-06-20","and the worst person of the week is... # 1006 (ep 1006)","in this episode i address the explosive revelations by john solomon about additional fake information used to target the trump team. i address a new bill by a gop senator which has the big tech companies running scared. i discuss the “worst person of the week.”finally, i address the lack of energy on the democrats’ side and the astonishing trump fundraising numbers. news picks:  aoc doubles down on her profound ignorance.    were donald trump’s personal calls spied on too?    the mueller sham-investigation is looking worse and worse.    gop senator introduces a bill which has big tech terrified.    the trump 2020 campaign raised a staggering amount of money in their opening bid.    this democrat staffer earns our first “worst person of the week” award.    copyright dan bongino all rights reserved. learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Top 100","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/2jSe3/traffic.megaphone.fm/WWO1528160700.mp3"
"41204","The Dan Bongino Show","2019-06-19","it begins! # 1005 (ep 1005)","in this episode i address the key takeaways from president trump’s speech last night on orlando. i also address the latest example of grotesque media hypocrisy about the trump administration. finally i cover the latest revelation in the spygate case and a disingenuous story about the secret service. news picks:video of my jiu jitsu segment on fox and friends.   sick liberals hurl racist insults at this fox news contributor.  government-run healthcare is synonymous with rationing. more evidence in this piece.   aoc’s ignorance of history is astonishing.   aoc’s absurd “concentration camp” comment is exposed by this 2014 reuters piece.  shock poll reveals aoc doomed in her own district.   former hillary clinton aide contradicts the story of a key hillary aide.  copyright dan bongino all rights reserved.  learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Top 100","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/2jSe3/traffic.megaphone.fm/WWO9792472825.mp3"
"41205","The Dan Bongino Show","2019-06-18","the left can’t make up its mind # 1004 (ep 1004)","in this episode i address the left tripping over itself trying to explain away their foreign interference problem. i also address the left’s worst economic predictions. finally, i discuss a troubling supreme court ruling which should disturb all of us. news picks:the witch-hunt into the trump team is still going on.   the truth about chernobyl, from someone who lived through it.  here’s a list of paul krugman’s worst economic predictions.  president trump says “obama has to know” about the spying.  constitutional double-jeopardy protections died today.  copyright dan bongino all rights reserved. learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Top 100","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/2jSe3/traffic.megaphone.fm/WWO1831445402.mp3"
"41206","The Dan Bongino Show","2019-06-17","the whole case falls apart # 1003 (ep 1003)","in this episode i address stunning new court documents that blow the lid off of another democrat scandal. i also debunk a media hit piece promoting a series of liberal lies. finally, i discuss how conservatives are fighting back against liberal social justice warriors.   news picks:the fbi hasn’t even seen the full dnc “hack” analysis.  this is how you fight back against tyrannical, liberal social justice warriors.  the clinton “surplus” myth refuses to go away.   was this the man responsible for the framing of mike flynn?  liberal snowflake convention cancels keynote speaker because he’s supports life.  the democrats, and their media pals, are total hypocrites on foreign interference.  copyright dan bongino all rights reserved. learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Top 100","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/2jSe3/traffic.megaphone.fm/WWO5557332714.mp3"
"41207","The Dan Bongino Show","2019-06-14","don’t let them get away with this # 1002 (ep 1002)","in this episode i address the disturbing liberal coverup after president trump’s media interview. i also address the growing attacks by big tech companies on conservatives. finally i address bernie sanders’ ridiculous ideas about socialism. news picks:be careful or facebook may label you a “hate agent.”  left wing conspiracy theorists at media matters are losing their minds.   white house press secretary sarah sanders is stepping down.  flashback to when hillary clinton endorsed getting information about opponents from foreign sources.  scandinavian countries are moving towards free market healthcare. bernie sanders won’t tell you that.   copyright dan bongino all rights reserved. learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Top 100","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/2jSe3/traffic.megaphone.fm/WWO6651637914.mp3"
"41208","The Dan Bongino Show","2019-06-13","trumps interview has liberals howling # 1001 (ep 1001)","in this episode i address the hypocritical liberal outrage at the latest donald trump interview. i also point out deeply troubling examples of democrat collusion with foreigners. finally, i address bernie sanders ridiculous speech on socialism. news picks:our national debt is exploding because we have a spending problem.    why is joe biden stealing lines from michael avenatti?    president trump’s latest interview has hysterical liberals howling.    measures of income inequality are biased in favor of liberal talking points.    president trump may have another opportunity to fill a spot on the liberal 9th circuit court.    illinois liberals cheer late-term abortion bill.    copyright dan bongino all rights reserved. learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Top 100","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/2jSe3/traffic.megaphone.fm/WWO9740094861.mp3"
